PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,DIRECCION,TIPO-NUM,CODIGO-POSTAL,COD-BARRIO,BARRIO,COD-DISTRITO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TIPO
4707297,Real Monasterio de Santa Isabel,"El Real Monasterio de Santa Isabel está situado en Madrid, dentro de la ciudad histórica, en una gran manzana, próxima a Atocha. Santa Isabel agrupa dos fundaciones, un colegio de niñas, establecido por Felipe II, y un convento de clausura de monjas agustinas recoletas, fundado por la esposa de Felipe III, doña Margarita de Austria. La arquitectura de la iglesia se debe a Gómez de Mora, de mediados del siglo XVIII. En la clausura se conservan numerosas obras pictóricas de los siglos XVII y XVIII.",El acceso al templo sólo es posible en horario de culto.,,"Metro: Estación del Arte (Atocha) (línea 1)  Bus: 26, 32, 6, 27, 34, C1  Renfe: Atocha",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=545b544a249c6110VgnVCM1000000b205a0aRCRD,CALLE SANTA ISABEL 48,V,28012,2,EMBAJADORES,1,CENTRO,440926,4473438,40.409.468.201.532.600,-3.696.232.255.860.970,,info@patrimonionacional.es,"MonumentosEdificiosArtisticos"
4710918,Escuela Infantil Tania Jardin,,,,"BUS: 10, 103, 310 METRO: Buenos Aires",ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d8d7cca437e6110VgnVCM1000000b205a0aRCRD,AVENIDA PALOMERAS 29,V,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444198,4471063,4.038.828.632.554.720,-3.657.476.206.650.210,917 781 080,info@taniajardin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4710990,Escuela Infantil Pequeñecos Parque Norte,,,,"BUS: 7, 29, 107, 125, 129, 150 METRO: Bambú, Pinar de Chamartin, Manoteras",ENSEÑANZA: Educación infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b12d581fc57e6110VgnVCM1000000b205a0aRCRD,CALLE SERRANO GALVACHE 56,V,28033,9,COSTILLARES,15,CIUDAD LINEAL,443050,4480877,404.766.271.394.155,-3.671.880.642.864.410,913 838 205 - 673 447 775,pequenecos@pequenecosparquenorte.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4711013,Colegio El Valle II,,,,"BUS: 172, 173",Enseñanzas:  Primer Ciclo de Educación Infantil Segundo Ciclo de Educación Infantil Educación Primaria Educación Secundaria Obligatoria Bachillerato (Ciencias - Humanidades y Ciencias Sociales)  Formación Profesional de grado medio  Actividades físicas y deportivas (Enseñanza y animación sociodeportiva)    Formación Profesional de grado superior  Actividades físicas y deportivas (Animación de Actividades Físicas y Deportivas) Informática y comunicaciones (Desarrollo de Aplicaciones Multiplataforma)     Enseñanza biling&amp;uuml;e,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=103fef6ce67e6110VgnVCM1000000b205a0aRCRD,CALLE ANA DE AUSTRIA 60,V,28050,6,VALDEFUENTES,16,HORTALEZA,444593,4483522,40.500.549.935.141.600,-3.653.897.550.903.550,917 188 426,sanchinarro@colegioelvalle.com,"CentrosEducacion/ColegiosPrivadosConcertados"
4712241,Escuela Infantil Sunny Baby,,,,"BUS: 31, 55 METRO: Laguna",ENSEÑANZA: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3510cde332de6110VgnVCM1000000b205a0aRCRD,CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN 122,V,28047,1,LOS CARMENES,10,LATINA,437938,4472727,4.040.283.353.465.170,-37.313.888.911.227.800,91 479 60 34,,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4713359,Escuela Infantil Los Madroños,,,,BUS: 85,ENSEÑANZA: Educación infantil (Primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f7f278ccb47f6110VgnVCM1000000b205a0aRCRD,CALLE BERROCAL 1,V,28021,3,BUTARQUE,17,VILLAVERDE,442589,4466861,40.348.450.567.723.900,-3.677.318.784.422.240,915 055 235,informacion@losmadronos.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4715165,"Centro de Participación e Integración de Inmigrantes (CEPI) Hispano Ecuatoriano, Arganzuela",,Lunes: de 9:30 a 14:30 horas Martes a viernes: de 10:00 a 14:30 y de 16 a 20 horas Sábados: de 10:00 a 14:30 y de 15:30 a 19:30 horas  Horario de verano    del 14 de julio al 4 de agosto:  Lunes a Viernes: de 8:00 a 15:00 Sábados: de 9:00 a16:00 horas  del 4 de agosto al 31 de agosto:  Lunes a Viernes: de 8:30 a 15.00 horas Sábados: de 10:00 a 15:00 horas,Atención social Atención psicosocial Mediación comunitaria / familiar Asesoría Jurídica general y específica en materia de extranjería Asesoramiento financiero Apoyo escolar para niños y adolescentes Sesiones de orientación y búsqueda de empleo Internet Actividades Culturales Cursoso de informática y de inglés,"Metro: Embajadores, Acacias Bus : 55, 60",Acceso  Cualquier ciudadano de Madrid. No se requiere estar empadronado en el distrito donde se encuentre ubicado el centro.,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=35f802d131b17110VgnVCM1000000b205a0aRCRD,CALLE LAUREL 18,V,28005,2,ACACIAS,2,ARGANZUELA,440325,4472862,4.040.235.160.727.350,-37.045.387.248.685.800,912 457 993,,"CentrosAtencionSocialIntegracionInmigrantes"
4717297,Residencia para mayores y centro de día Amavir Vallecas,,,Residencia de personas mayores dependientes y centro de día.,"Bus: 113, 141, 8.  Bicimad: Estación 225 (calle Sierra Toledana, 33).",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98d73fbc3c857110VgnVCM1000000b205a0aRCRD,CALLE BALTASAR SANTOS 2,V,28038,6,NUMANCIA,13,PUENTE DE VALLECAS,444058,4472627,4.040.237.537.638.250,-365.926.308.888.847,913 287 070,,"CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"
4718239,Residencia para mayores y centro de día Amavir Arganzuela,,,Residencia de personas mayores dependientes y centro de día.,"Metro: Legazpi (líneas 3 y 6).  Bus: 62, T32, 148, 156.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f51865bf8e57110VgnVCM1000000b205a0aRCRD,CALLE EMBAJADORES 211,V,28045,4,LEGAZPI,2,ARGANZUELA,441507,4470824,40.385.957.755.221.700,-3.689.146.063.180.030,915 062 356 (residencia) / 917 817 605 (centro de día),,"CentrosAtencionSocialMayores/ResidenciasApartamentosMayores"
4724002,Escuela infantil municipal Campanilla,,,,"METRO: Alvarado BUS: 124, 128, 3, 64, 66,772, L1",ENSEÑANZA: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=635e47123dc77110VgnVCM1000000b205a0aRCRD,CALLE AVILA 4,V,28020,2,CUATRO CAMINOS,6,TETUAN,440475,4478241,40.452.700.492.043,-37.019.980.764.784.600,915 707 576,eicampanilla@madrid.es,"CentrosEducacion/EscuelasInfantilesPublicas"
4724285,Escuela Infantil Chiquitin Alcántara,,,,"METRO: Lista, Diego de León BUS: 1, 12, 26, 43, 48, 56, 61, 74, C1",ENSEÑANZA: Educación Infantil (primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6dfc9f7994d77110VgnVCM1000000b205a0aRCRD,CALLE ALCANTARA 52,V,28006,5,LISTA,4,SALAMANCA,442870,4475765,4.043.056.354.336.710,-36.735.322.784.053.800,914 028 151,alcantara@escuelachiquitin.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4724287,Escuela Infantil Chiquitín Nuevo Sur,,,,BUS: 34,ENSEÑANZA: Educación Infantil (primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=40fd9f7994d77110VgnVCM1000000b205a0aRCRD,CALLE SITIO DE EL ESCORIAL 4,V,28054,6,BUENAVISTA,11,CARABANCHEL,435372,4469342,403.721.538.861.132,-3.761.282.422.912.950,91 511 36 19,,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4724544,Centro de Día Municipal 'Juan Pablo II',,"De 8,15 a 18 horas de Lunes a Viernes.",Atención sociosanitaria preventiva y rehabilitadora. Apoyo a la familia. Aseo y cuidado personal. Transporte adaptado. Alimentación y nutrición.,Metro: L9 (Pío XII),"Documentación a aportar:  - Solicitud en impreso específico. - Informe médico donde se indique el diagnóstico o enfermedad. - Certificación de pensiones expedida por el servicio competente (seguridad social, ministerio de hacienda, etc) sobre el percibo de pensiones. - Fotocopia de la última declaración de la renta, o certificación negativa de la agencia tributaria, tanto del solicitante como del cónyuge o pareja de hecho, en su caso.  Información complementaria:  - Presentación de la solicitud en el centro de servicios sociales correspondiente al distrito municipal donde esté empadronado o resida el solicitante. - Valoración y propuesta por parte del trabajador social municipal. - Alta del servicio: Una vez valorada la idoneidad de la prestación del servicio por los técnicos municipales, la ocupación de la plaza vendrá determinada por la disponibilidad de plazas vacantes.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=211a349579187110VgnVCM1000000b205a0aRCRD,CALLE PALMITO 1,V,28016,5,NUEVA ESPAÑA,5,CHAMARTIN,442835,4479338,4.046.273.936.326.150,-36.742.781.738.117.100,913 591 705,,"CentrosAtencionSocialMayores/CentrosDiaMayores"
4724546,Centro Municipal de Mayores El Henar,,"Lunes a viernes, de 9 a 20:30 horas.  Sábados, de 10 a 14 y de 16 a 20:30 horas. Domingos y festivos, de 10 a 14 horas.  Cierra mes de agosto y los días 24, 25, 31 de diciembre y el 1 de enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.","Bus: 9  Metro: Parque de Santa María, Hortaleza (línea 4)","Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f36b4e1e9b187110VgnVCM1000000b205a0aRCRD,CALLE ABIZANDA 8,V,28033,4,PINAR DEL REY,16,HORTALEZA,444896,4480955,4.047.746.103.215.970,-36.500.936.299.906.900,913 821 494,,"CentrosAtencionSocialMayores/CentrosMayores"
4724726,Centro Municipal de Mayores Pamplona,,"Lunes a domingo, de 9 a 21 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, nuevas tecnologías (informática, Internet y manejo de móviles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Señalética con sistema braille.","Metro: Estrecho (línea 1)  Bus: 64, 126, 128","Requisitos para ser socio:  Ser titular de la tarjeta madridmayor.es. Para solicitar esta tarjeta vea la información relacionada. Los Centros Municipales de Mayores son equipamientos de Servicios Sociales No Residenciales, destinados a promover la convivencia de los mayores, propiciando la participación y la integración social.",Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2937de75fd187110VgnVCM1000000b205a0aRCRD,CALLE PAMPLONA 8,V,28039,1,BELLAS VISTAS,6,TETUAN,440250,4478391,4.045.404.034.714.540,-37.046.602.500.182.900,913 982 396,,"CentrosAtencionSocialMayores/CentrosMayores"
4725170,Escuela Infantil Calasanz,,,,"BUS: 18, 22, 59, 76, 78, 79, 81, 116, 121 METRO: Hospital 12 de Octubre",ENSEÑANZA: Educación Infantil (primer ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf18a96baa287110VgnVCM1000000b205a0aRCRD,CALLE MADRE ROSA BLANCO 5,V,28041,2,ORCASUR,12,USERA,440441,4469251,4.037.171.180.452.950,-37.015.574.482.227.900,913 188 989 - 913 699 317,,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4725727,Escuela Infantil Pepito Grillo,,,,"Bus: 38, 153, 140",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d93eb6b8b1787110VgnVCM1000000b205a0aRCRD,PASEO GINEBRA 45,V,28022,5,ROSAS,20,SAN BLAS-CANILLEJAS,448539,4475160,40.425.483.302.013.400,-3.606.664.350.671.100,917 601 018,info@escuelainfantilpepitogrillo.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4730879,Comedor social Catalina Labouré,,,Plazas autorizadas: 50.,"Metro: Noviciado (línea 2).  Bus: 002, 3, 147.  Bicimad: Estaciones 15 (calle San Vicente Ferrer, 64), 59 (calle Espíritu Santo, 30), 16 (calle San Bernardo, 22), 17 (plaza de Carlos Cambronero, 2).  Aparcamientos: Plaza Monteses (50), Luna-Tudescos (14) plaza Santa María Soledad Torres Acosta con vuelta calle Luna.",,Sin información sobre accesibilidad para personas con movilidad reducida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=95298f06961a7110VgnVCM1000000b205a0aRCRD,CALLE MINAS 3,V,28004,5,UNIVERSIDAD,1,CENTRO,440095,4475109,40.424.466.510.875.000,-3.706.175.651.176.900,915 227 641,cmazariegos@fshijasdelacaridad.org,"CentrosAtencionSocial/ComedoresSociales"
4733728,Escuela Infantil Diciembre Garden,,,,Bus: 77,Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=73644c3ee0ca7110VgnVCM1000000b205a0aRCRD,CALLE DICIEMBRE 41,V,28022,6,REJAS,20,SAN BLAS-CANILLEJAS,451706,4477098,4.044.312.298.625.480,-35.694.788.944.221.400,655 888 342,contacto@escuelainfantildiciembre.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4735838,Escuela Infantil Cocorico,,,,"Bus:72, 114, 115, 122  Metro: Cartagena",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5221b7aad30b7110VgnVCM1000000b205a0aRCRD,CALLE CLARA DEL REY 8,V,28002,2,PROSPERIDAD,5,CHAMARTIN,443036,4476955,4.044.129.497.691.420,-36.716.938.167.924.200,91 242 90 07,,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4735839,Escuela Infantil El Desván II,,,,"Bus: 136, 310",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3b51b7aad30b7110VgnVCM1000000b205a0aRCRD,CALLE LA DILIGENCIA 19,V,28018,3,PALOMERAS BAJAS,13,PUENTE DE VALLECAS,444497,4470510,4.038.332.453.808.820,-36.539.053.992.180.500,917 789 320,,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4775237,Escuela Infantil Nenúfar,,,,"Bus: 100, 106  Metro: Vicálvaro",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b59083671fc7110VgnVCM1000000b205a0aRCRD,CALLE VILLAJIMENA 30,V,28032,,AMBROZ,,VICALVARO,448683,4473127,4.040.717.761.165.790,-3.604.802.868.406.060,917 764 165,info@escuelainfantilnenufar.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4775250,Escuela Infantil Inizia Distrito C,,,,"Bus: 172, T61  Metro: Ronda de la Comunicación",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9424083671fc7110VgnVCM1000000b205a0aRCRD,RONDA COMUNICACION 28,V,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,444061,4484953,4.051.340.521.081.900,-36.603.138.881.964.900,917 271 449,inizia@iniziaguarderias.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4776440,Medialab Matadero,"Medialab Matadero es un programa del Área de Gobierno de Cultura, Turismo y Deporte del Ayuntamiento de Madrid creado en 2002. Ubicado en un espacio cultural único, el centro de creación contemporánea Matadero Madrid, Medialab Matadero es una plataforma institucional de investigación, creación y producción experimental impulsada por la dinámica del Procomún.",,,"Metro:  Legazpi (líneas 3 y 6).   Bus: 6, 8, 18, 19, 22, 45, 47, 59, 62, 76, 78, 79, 85, 86, 123, 148, 180, 247,  Bicimad: Estación 165 (paseo de la Chopera, 14) y 177 (Calle Bolívar, )",,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD,PASEO CHOPERA 14,V,28045,3,CHOPERA,2,ARGANZUELA,440828,4471551,4.039.245.798.191.530,-36.972.067.902.718.800,913 184 670,info.m@medialab-matadero.es,"CentrosCulturales"
4784641,Escuela Infantil El Jardín del Oeste,,,,"Bus: 172, 176",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0dd979a8464e7110VgnVCM1000000b205a0aRCRD,CALLE ESTELLA 9,V,28050,6,VALVERDE,8,FUENCARRAL-EL PARDO,442729,4483165,40.497.216.317.030.600,-36.758.741.309.533.300,914 270 740,info@westgarden.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4785095,Escuela Infantil El Reino del Revés,,,,"Metro: Delicias  Bus: 6, 55, 78, 148, E1",Enseñanza: Primer ciclo de Educación Infantil,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bf2fef854c8e7110VgnVCM1000000b205a0aRCRD,CALLE FERNANDO POO 8,V,28045,3,CHOPERA,2,ARGANZUELA,440631,4472312,40.399.291.456.037.800,-3.699.604.715.730.970,914 731 295,elreinodelreves2016@gmail.com,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4785132,Escuela Infantil Los Nidos de Manoteras,,,,"Bus: 150, 174",Enseñanza: Educación infantil (Primer y segundo ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d092243c1d8e7110VgnVCM1000000b205a0aRCRD,AVENIDA MANOTERAS 8,V,28050,6,VALDEFUENTES,16,HORTALEZA,443100,4482152,4.048.811.638.358.000,-36.713.934.372.168.300,917 681 773 -915 503 533,info@losnidos.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4785312,Escuela Infantil Globitos,,,,"Bus: 105, 112, 115 Metro: Barajas, Alameda de Osuna",Enseñanza: Privado * Educación Infantil (Primer Ciclo) Subvencionada,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cede7c4a939e7110VgnVCM1000000b205a0aRCRD,CALLE BENISODA 14,V,28042,5,CORRALEJOS,21,BARAJAS,450245,4479850,4.046.595.724.127.960,-3.588.190.802.706.830,913 291 581,escuelaballoons@yahoo.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4785401,Escuela Infantil Mis Bebes,,,,"Bus: 134, 178",Enseñanza: Educación infantil (Primer Ciclo),0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c425bee9659e7110VgnVCM1000000b205a0aRCRD,AVENIDA MONASTERIO DE EL ESCORIAL 26,V,28049,8,EL GOLOSO,8,FUENCARRAL-EL PARDO,440146,4483963,4.050.421.375.131.130,-3.706.417.800.809.160,917 507 539,misbebes@misbebes.es,"CentrosEducacion/EscuelasInfantilesPrivadasGuarderias"
4795428,Unidad móvil Madroño,,De lunes a viernes de 12 a 14 horas Fines de semana y festivos de 12:30 a 14 horas,&amp;ldquo;Madroño&amp;rdquo; es un dispositivo móvil  para personas drogodependientes que no quieren o no pueden acudir a la red de centros asistenciales. Realiza intervención sociosanitaria tanto en el propio vehículo como en calle.  Programas y actividades que desarrolla   Tratamientos con metadona Intervención sanitaria: Cuidados sanitarios básicos. Vacunaciones. Educación sanitaria. Intercambio personalizado de jeringuillas. Distribución de preservativos y papel de aluminio. Estrategias de reducción del consumo y consumo de menos riesgo. Intervención social: Información y asesoramiento sobre recursos sociales. Atención psiquiátrica en proximidad. Prestaciones básicas de alimentación y vestuario. Prospecciones periódicas en el municipio de Madrid,,,Accesible,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d360361d139f7110VgnVCM1000000b205a0aRCRD,PASEO REY 36,V,28008,2,ARGUELLES,9,MONCLOA-ARAVACA,439092,4474684,4.042.054.836.583.690,-37.179.660.205.926.200,,,"CentrosAtencionMedica/CentrosAsistenciaDrogodependientes"
